sample_id	plasmid	description	strand	window	convert_type	filepath	call_type	bed_id
5	PFC9_NTBSPQI_13	LINEARBSAI_TX_NICKNTBSPQI13_RH1	Pos	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC05_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_RH1_Pos_15_0.45_GC.PEAK.genome.bed	low	5497
6	PFC9_NTBSPQI_11	LINEARBSAI_NT_COSSB	Neg	20_0.55	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC06_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB_Neg_20_0.55_GH.PEAK.genome.bed	high	679
6	PFC9_NTBSPQI_11	LINEARBSAI_NT_COSSB	Neg	20_0.55	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC06_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB_Neg_20_0.55_GC.PEAK.genome.bed	high	1438
6	PFC9_NTBSPQI_11	LINEARBSAI_NT_COSSB	Pos	20_0.55	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC06_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB_Pos_20_0.55_CG.PEAK.genome.bed	high	774
6	PFC9_NTBSPQI_11	LINEARBSAI_NT_COSSB	Pos	20_0.55	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC06_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB_Pos_20_0.55_CH.PEAK.genome.bed	high	1029
6	PFC9_NTBSPQI_11	LINEARBSAI_NT_COSSB	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC06_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB_Neg_15_0.45_GH.PEAK.genome.bed	low	1954
6	PFC9_NTBSPQI_11	LINEARBSAI_NT_COSSB	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC06_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB_Neg_15_0.45_CH.PEAK.genome.bed	low	3021
6	PFC9_NTBSPQI_11	LINEARBSAI_NT_COSSB	Neg	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC06_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB_Neg_15_0.45_CG.PEAK.genome.bed	low	3726
6	PFC9_NTBSPQI_11	LINEARBSAI_NT_COSSB	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC06_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB_Neg_15_0.45_GC.PEAK.genome.bed	low	4358
6	PFC9_NTBSPQI_11	LINEARBSAI_NT_COSSB	Pos	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC06_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB_Pos_15_0.45_GC.PEAK.genome.bed	low	1589
6	PFC9_NTBSPQI_11	LINEARBSAI_NT_COSSB	Pos	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC06_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB_Pos_15_0.45_GH.PEAK.genome.bed	low	4222
6	PFC9_NTBSPQI_11	LINEARBSAI_NT_COSSB	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC06_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB_Pos_15_0.45_CH.PEAK.genome.bed	low	5856
6	PFC9_NTBSPQI_11	LINEARBSAI_NT_COSSB	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC06_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_COSSB_Pos_15_0.45_CG.PEAK.genome.bed	low	6120
7	PFC9_NTBSPQI_11	LINEARBSAI_TX	Neg	20_0.55	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC07_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_Neg_20_0.55_GC.PEAK.genome.bed	high	429
7	PFC9_NTBSPQI_11	LINEARBSAI_TX	Neg	20_0.55	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC07_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_Neg_20_0.55_CG.PEAK.genome.bed	high	969
7	PFC9_NTBSPQI_11	LINEARBSAI_TX	Neg	20_0.55	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC07_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_Neg_20_0.55_GH.PEAK.genome.bed	high	1123
7	PFC9_NTBSPQI_11	LINEARBSAI_TX	Pos	20_0.55	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC07_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_Pos_20_0.55_CH.PEAK.genome.bed	high	32
7	PFC9_NTBSPQI_11	LINEARBSAI_TX	Pos	20_0.55	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC07_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_Pos_20_0.55_CG.PEAK.genome.bed	high	330
7	PFC9_NTBSPQI_11	LINEARBSAI_TX	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC07_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_Neg_15_0.45_GH.PEAK.genome.bed	low	2472
7	PFC9_NTBSPQI_11	LINEARBSAI_TX	Neg	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC07_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_Neg_15_0.45_CG.PEAK.genome.bed	low	3361
7	PFC9_NTBSPQI_11	LINEARBSAI_TX	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC07_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_Neg_15_0.45_CH.PEAK.genome.bed	low	3416
7	PFC9_NTBSPQI_11	LINEARBSAI_TX	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC07_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_Neg_15_0.45_GC.PEAK.genome.bed	low	5258
7	PFC9_NTBSPQI_11	LINEARBSAI_TX	Pos	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC07_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_Pos_15_0.45_GC.PEAK.genome.bed	low	2309
7	PFC9_NTBSPQI_11	LINEARBSAI_TX	Pos	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC07_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_Pos_15_0.45_GH.PEAK.genome.bed	low	4659
7	PFC9_NTBSPQI_11	LINEARBSAI_TX	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC07_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_Pos_15_0.45_CG.PEAK.genome.bed	low	5507
7	PFC9_NTBSPQI_11	LINEARBSAI_TX	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC07_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_Pos_15_0.45_CH.PEAK.genome.bed	low	6414
8	PFC9_NTBSPQI_11	LINEARBSAI_TX_RH1	Neg	20_0.55	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC08_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1_Neg_20_0.55_GH.PEAK.genome.bed	high	6
8	PFC9_NTBSPQI_11	LINEARBSAI_TX_RH1	Neg	20_0.55	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC08_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1_Neg_20_0.55_GC.PEAK.genome.bed	high	788
8	PFC9_NTBSPQI_11	LINEARBSAI_TX_RH1	Pos	20_0.55	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC08_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1_Pos_20_0.55_CH.PEAK.genome.bed	high	1102
8	PFC9_NTBSPQI_11	LINEARBSAI_TX_RH1	Pos	20_0.55	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC08_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1_Pos_20_0.55_CG.PEAK.genome.bed	high	1457
8	PFC9_NTBSPQI_11	LINEARBSAI_TX_RH1	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC08_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1_Neg_15_0.45_GC.PEAK.genome.bed	low	2571
8	PFC9_NTBSPQI_11	LINEARBSAI_TX_RH1	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC08_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1_Neg_15_0.45_GH.PEAK.genome.bed	low	5003
8	PFC9_NTBSPQI_11	LINEARBSAI_TX_RH1	Neg	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC08_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1_Neg_15_0.45_CG.PEAK.genome.bed	low	5827
8	PFC9_NTBSPQI_11	LINEARBSAI_TX_RH1	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC08_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1_Neg_15_0.45_CH.PEAK.genome.bed	low	6045
8	PFC9_NTBSPQI_11	LINEARBSAI_TX_RH1	Pos	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC08_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1_Pos_15_0.45_GH.PEAK.genome.bed	low	2236
8	PFC9_NTBSPQI_11	LINEARBSAI_TX_RH1	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC08_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1_Pos_15_0.45_CG.PEAK.genome.bed	low	2972
8	PFC9_NTBSPQI_11	LINEARBSAI_TX_RH1	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC08_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1_Pos_15_0.45_CH.PEAK.genome.bed	low	3718
8	PFC9_NTBSPQI_11	LINEARBSAI_TX_RH1	Pos	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC08_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_RH1_Pos_15_0.45_GC.PEAK.genome.bed	low	4909
9	PFC9_NTBSPQI_11	LINEARBSAI_NT_NICKNTBSPQI11_COSSB	Pos	20_0.55	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC09_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_NICKNTBSPQI11_COSSB_Pos_20_0.55_CG.PEAK.genome.bed	high	19
9	PFC9_NTBSPQI_11	LINEARBSAI_NT_NICKNTBSPQI11_COSSB	Pos	20_0.55	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC09_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_NICKNTBSPQI11_COSSB_Pos_20_0.55_CH.PEAK.genome.bed	high	356
9	PFC9_NTBSPQI_11	LINEARBSAI_NT_NICKNTBSPQI11_COSSB	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC09_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_NICKNTBSPQI11_COSSB_Neg_15_0.45_GC.PEAK.genome.bed	low	3144
9	PFC9_NTBSPQI_11	LINEARBSAI_NT_NICKNTBSPQI11_COSSB	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC09_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_NICKNTBSPQI11_COSSB_Neg_15_0.45_CH.PEAK.genome.bed	low	4171
9	PFC9_NTBSPQI_11	LINEARBSAI_NT_NICKNTBSPQI11_COSSB	Neg	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC09_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_NICKNTBSPQI11_COSSB_Neg_15_0.45_CG.PEAK.genome.bed	low	5061
9	PFC9_NTBSPQI_11	LINEARBSAI_NT_NICKNTBSPQI11_COSSB	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC09_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_NICKNTBSPQI11_COSSB_Neg_15_0.45_GH.PEAK.genome.bed	low	5958
9	PFC9_NTBSPQI_11	LINEARBSAI_NT_NICKNTBSPQI11_COSSB	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC09_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_NICKNTBSPQI11_COSSB_Pos_15_0.45_CH.PEAK.genome.bed	low	2010
9	PFC9_NTBSPQI_11	LINEARBSAI_NT_NICKNTBSPQI11_COSSB	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC09_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_NICKNTBSPQI11_COSSB_Pos_15_0.45_CG.PEAK.genome.bed	low	2108
9	PFC9_NTBSPQI_11	LINEARBSAI_NT_NICKNTBSPQI11_COSSB	Pos	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC09_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_NICKNTBSPQI11_COSSB_Pos_15_0.45_GH.PEAK.genome.bed	low	2914
9	PFC9_NTBSPQI_11	LINEARBSAI_NT_NICKNTBSPQI11_COSSB	Pos	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC09_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_NICKNTBSPQI11_COSSB_Pos_15_0.45_GC.PEAK.genome.bed	low	5296
10	PFC9_NTBSPQI_11	LINEARBSAI_TX_NICKNTBSPQI11	Neg	20_0.55	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC10_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_Neg_20_0.55_GH.PEAK.genome.bed	high	191
10	PFC9_NTBSPQI_11	LINEARBSAI_TX_NICKNTBSPQI11	Neg	20_0.55	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC10_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_Neg_20_0.55_CG.PEAK.genome.bed	high	418
10	PFC9_NTBSPQI_11	LINEARBSAI_TX_NICKNTBSPQI11	Neg	20_0.55	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC10_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_Neg_20_0.55_CH.PEAK.genome.bed	high	676
10	PFC9_NTBSPQI_11	LINEARBSAI_TX_NICKNTBSPQI11	Neg	20_0.55	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC10_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_Neg_20_0.55_GC.PEAK.genome.bed	high	958
10	PFC9_NTBSPQI_11	LINEARBSAI_TX_NICKNTBSPQI11	Pos	20_0.55	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC10_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_Pos_20_0.55_CG.PEAK.genome.bed	high	1270
10	PFC9_NTBSPQI_11	LINEARBSAI_TX_NICKNTBSPQI11	Pos	20_0.55	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC10_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_Pos_20_0.55_CH.PEAK.genome.bed	high	1299
10	PFC9_NTBSPQI_11	LINEARBSAI_TX_NICKNTBSPQI11	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC10_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_Neg_15_0.45_GC.PEAK.genome.bed	low	1915
10	PFC9_NTBSPQI_11	LINEARBSAI_TX_NICKNTBSPQI11	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC10_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_Neg_15_0.45_GH.PEAK.genome.bed	low	4572
10	PFC9_NTBSPQI_11	LINEARBSAI_TX_NICKNTBSPQI11	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC10_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_Neg_15_0.45_CH.PEAK.genome.bed	low	5534
